Name,type,value
Visenya Targaryen,Title,Queen;Dowager Queen
Visenya Targaryen,Allegiance,House Targaryen
Visenya Targaryen,Culture,Valyrian
Visenya Targaryen,Born,In 28BC or 29BC; at Dragonstone
Visenya Targaryen,Died,In 44 AC
Visenya Targaryen,Spouse,Aegon I Targaryen
Visenya Targaryen,Book(s),The World of Ice and Fire (mentioned) A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Viserys Plumm,Title,Lord
Viserys Plumm,Allegiance,House Plumm
Viserys Plumm,Born,In 176 AC or 177 AC;
Viserys Plumm,Book(s),The Mystery Knight (mentioned) A Dance with Dragons (mentioned) The World of Ice and Fire (mentioned)
Viserys Targaryen,Alias,The Beggar King;Khal Rhae Mhar (The Sorefoot King)Khal Rhaggat (The Cart King)
Viserys Targaryen,Title,King of the Andals; the Rhoynar and the First Men; Lord of the Seven Kingdoms and Protector of the Realm
Viserys Targaryen,Allegiance,House Targaryen
Viserys Targaryen,Culture,Valyrian
Viserys Targaryen,Born,In 276 AC; at King's Landing;
Viserys Targaryen,Died,In 298 AC; at Vaes Dothrak
Viserys Targaryen,Book(s),The World of Ice and Fire (mentioned) A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (mentioned)
Viserys Targaryen,Played by,Harry Lloyd
Viserys Targaryen,TV series,Season 1
Viserys I Targaryen,Reign,103 AC _��__ 129 AC
Viserys I Targaryen,Full Name,Viserys Targaryen the First of His Name
Viserys I Targaryen,Alias,The Young King
Viserys I Targaryen,Other Titles,King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm
Viserys I Targaryen,Born in,77 AC; at King's Landing
Viserys I Targaryen,Died in,129 AC; at King's Landing
Viserys I Targaryen,Royal House,House Targaryen
Viserys I Targaryen,Predecessor,Jaehaerys I Targaryen
Viserys I Targaryen,Heir,Rhaenyra Targaryen
Viserys I Targaryen,Successor,Aegon II Targaryen
Viserys I Targaryen,Queen,1st: Aemma Arryn2nd: Alicent Hightower
Viserys I Targaryen,Issue,Rhaenyra Targaryen;Unknown son;Baelon Targaryen;Aegon II Targaryen;Helaena Targaryen;Aemond Targaryen;Daeron Targaryen;Trystane Truefyre (allegedly)
Viserys I Targaryen,Father,Baelon Targaryen
Viserys I Targaryen,Mother,Alyssa Targaryen
Viserys I Targaryen,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned) A Game of Thrones (mentioned)
Viserys II Targaryen,Reign,171 AC - 172 AC
Viserys II Targaryen,Full Name,Viserys Targaryen the Second of His Name
Viserys II Targaryen,Other Titles,King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm;Hand of the King
Viserys II Targaryen,Born in,122 AC; at Dragonstone;
Viserys II Targaryen,Died in,172 AC; at King's Landing;
Viserys II Targaryen,Royal House,House Targaryen
Viserys II Targaryen,Predecessor,Baelor I Targaryen
Viserys II Targaryen,Heir,Aegon IV Targaryen
Viserys II Targaryen,Successor,Aegon IV Targaryen
Viserys II Targaryen,Wife,Larra Rogare
Viserys II Targaryen,Issue,Aegon IV Targaryen;Aemon Targaryen;Naerys Targaryen
Viserys II Targaryen,Father,Daemon Targaryen
Viserys II Targaryen,Mother,Rhaenyra Targaryen
Viserys II Targaryen,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned) A Game of Thrones (mentioned) A Storm of Swords (mentioned)
Vortimer Crane,Title,Ser;Master-at-arms at Highgarden
Vortimer Crane,Allegiance,House Crane
Vortimer Crane,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Vylarr,Title,Captain of the guard
Vylarr,Allegiance,House Lannister
Vylarr,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Vyman,Title,Maester
Vyman,Book(s),A Game of Thrones (mentioned) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (appendix)
Waif,Alias,The waif
Waif,Allegiance,Faceless Men
Waif,Culture,Braavos
Waif,Born,In 263 AC or 264 AC;
Waif,Book(s),A Feast for Crows (appears) A Dance with Dragons (appears)
Waif,Played by,Faye Marsay
Waif,TV series,Season 5
Walda Frey (daughter of Edwyn),Allegiance,House Frey
Walda Frey (daughter of Edwyn),Born,In 290 AC or 291 AC;
Walda Frey (daughter of Edwyn),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walda Frey (daughter of Lothar),Allegiance,House Frey
Walda Frey (daughter of Lothar),Born,In 294 AC or 295 AC;
Walda Frey (daughter of Lothar),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walda Frey (daughter of Walton),Alias,Fair Walda
Walda Frey (daughter of Walton),Allegiance,House Frey
Walda Frey (daughter of Walton),Born,In 280 AC or 281 AC;
Walda Frey (daughter of Walton),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walda Frey (daughter of Merrett),Alias,Fat Walda;Walda Bolton;
Walda Frey (daughter of Merrett),Allegiance,House Frey;House Bolton
Walda Frey (daughter of Merrett),Born,In 283 AC or 284 AC;
Walda Frey (daughter of Merrett),Spouse,Roose Bolton
Walda Frey (daughter of Merrett),Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Walda Frey (daughter of Merrett),Played by,Elizabeth Webster
Walda Frey (daughter of Merrett),TV series,Season 4
Walda Frey (daughter of Rhaegar),Alias,White Walda
Walda Frey (daughter of Rhaegar),Allegiance,House Frey
Walda Frey (daughter of Rhaegar),Born,In 288 AC or 289 AC;
Walda Frey (daughter of Rhaegar),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walda Rivers,Allegiance,House Frey
Walda Rivers,Born,In 294 AC or 295 AC;
Walda Rivers,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walda Rivers (daughter of Aemon),Allegiance,House Frey
Walda Rivers (daughter of Aemon),Born,In 295 AC
Walda Rivers (daughter of Aemon),Book(s),A Storm of Swords (appears)
Walder Brax,Allegiance,House Brax
Walder Brax,Born,In 293 AC;
Walder Brax,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walder Frey (son of Jammos),Alias,Big Walder
Walder Frey (son of Jammos),Allegiance,House Frey
Walder Frey (son of Jammos),Born,In 291 AC;
Walder Frey (son of Jammos),Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Walder Frey (son of Jammos),Personal Arms,Quartered the twin towers of House Frey with the tree and ravens of House Blackwood and the twinning snakes of House Paege.(Quarterly; first and fourth; cendr&eacute;e; a bridge azure; at either end a tower of the same (for Frey); second; gules; on an escutcheon sable a dead weirwood tree proper; all within an orle of ravens volant sable (for Blackwood); third; sable; two serpents argent and gules; entwined palewise (for Paege))
Walder Frey (son of Ryman),Alias,Black Walder
Walder Frey (son of Ryman),Allegiance,House Frey
Walder Frey (son of Ryman),Culture,Rivermen
Walder Frey (son of Ryman),Born,In or between 260 AC and 280 AC;
Walder Frey (son of Ryman),Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned)
Walder Frey (son of Ryman),Played by,Tim Plester
Walder Frey (son of Ryman),TV series,Season 3
Walder Frey (son of Merrett),Alias,Little Walder
Walder Frey (son of Merrett),Allegiance,House Frey
Walder Frey (son of Merrett),Born,In 291 AC; at The Twins;
Walder Frey (son of Merrett),Died,In 300 AC; at Winterfell
Walder Frey (son of Merrett),Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Walder Frey (son of Merrett),Personal Arms,The twin towers of Frey; quartered with the brindled boar of House Crakehall and the plowman of House Darry(Quarterly; first and fourth; cendr&eacute;e; a bridge azure; at either end a tower of the same (for Frey); second; tenn&eacute; a boar brindled argent and sable (for Crakehall); third; tenn&eacute; a plowman sable (for Darry))
Walder Frey (son of Emmon),Alias,Red Walder
Walder Frey (son of Emmon),Allegiance,House Frey of Riverrun
Walder Frey (son of Emmon),Born,In 285 AC;
Walder Frey (son of Emmon),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Walder Frey,Alias,The Late Lord Frey;Old Frey
Walder Frey,Title,Lord of the Crossing
Walder Frey,Allegiance,House Frey
Walder Frey,Culture,Rivermen
Walder Frey,Born,In 208 AC;
Walder Frey,Spouse,1st: Perra Royce2nd: Cyrenna Swann3rd: Amarei Crakehall4th: Alyssa Blackwood5th: Sarya Whent6th: Bethany Rosby7th: Annara Farring8th: Joyeuse Erenford
Walder Frey,Book(s),The Mystery Knight (appears) A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Walder Frey,Played by,David Bradley;
Walder Frey,TV series,Season 1
Walder Goodbrook,Allegiance,House Goodbrook
Walder Goodbrook,Born,In 290 AC;
Walder Goodbrook,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walder Haigh,Allegiance,House Haigh
Walder Haigh,Born,In 294 AC or 295 AC;
Walder Haigh,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walder Rivers,Alias,Bastard Walder
Walder Rivers,Title,Ser
Walder Rivers,Allegiance,House Frey
Walder Rivers,Culture,Rivermen
Walder Rivers,Spouse,Lady Charlton
Walder Rivers,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Walder Rivers,Personal Arms,a silver-grey castle on blue beneath a red bend sinister
Walder Vance,Allegiance,House Vance
Walder Vance,Born,In or between 263 AC and 291 AC;
Walder Vance,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Waldon Wynch,Title,Lord of Iron Holt
Waldon Wynch,Allegiance,House Wynch
Waldon Wynch,Culture,Ironborn
Waldon Wynch,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Walgrave,Title,Archmaester
Walgrave,Allegiance,Maesters of the Citadel
Walgrave,Book(s),The World of Ice and Fire (mentioned) A Feast for Crows (mentioned)
Wallace Waynwood,Title,Ser
Wallace Waynwood,Allegiance,House Waynwood
Wallace Waynwood,Born,In or between 278 AC and 283 AC;
Wallace Waynwood,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned) The Winds of Winter (appears)
Wallen,Allegiance,deserter from the Night's Watch
Wallen,Died,In 298 AC; at Wolfswood
Wallen,Book(s),A Game of Thrones (appears)
Walton Frey,Allegiance,House Frey
Walton Frey,Born,In or between 249 AC and 267 AC;
Walton Frey,Spouse,Deana Hardyng
Walton Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Walton Stark,Alias,Walton the Moon King
Walton Stark,Title,King in the North;Lord of Winterfell
Walton Stark,Allegiance,House Stark
Walton Stark,Book(s),A Clash of Kings (mentioned)
Walton,Alias,Steelshanks Walton
Walton,Allegiance,House Bolton
Walton,Culture,northmen
Walton,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Walton,Played by,Jamie Michie
Walton,TV series,Season 3
Waltyr Frey,Alias,Tyr
Waltyr Frey,Allegiance,House Frey
Waltyr Frey,Born,In 289 AC;
Waltyr Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Walys Flowers,Title,Maester
Walys Flowers,Allegiance,The Citadel;House Stark
Walys Flowers,Culture,Reach
Walys Flowers,Died,In or before 283 AC
Walys Flowers,Book(s),A Dance with Dragons (mentioned)
Warren,Title,Ser
Warren,Book(s),A Storm of Swords (mentioned)
Warryn Beesbury,Title,Lord of Honeyholt
Warryn Beesbury,Allegiance,House Beesbury
Warryn Beesbury,Book(s),A Feast for Crows (mentioned)
Wat (Night's Watch),Allegiance,Night's Watch
Wat (Night's Watch),Book(s),A Storm of Swords (mentioned)
Wat (Barleycorn),Alias,Wat Barleycorn
Wat (Barleycorn),Allegiance,House Osgrey
Wat (Barleycorn),Book(s),The Sworn Sword (appears)
Blue Bard,Alias,Blue Bard
Blue Bard,Allegiance,House Tyrell
Blue Bard,Book(s),A Feast for Crows (appears) A Dance with Dragons (mentioned)
Wat (orphan),Book(s),A Feast for Crows
Wat (sailor),Book(s),A Feast for Crows (appears)
Wat (Standfast),Allegiance,House Osgrey
Wat (Standfast),Book(s),The Sworn Sword
Wat (Wet),Alias,Wet Wat
Wat (Wet),Allegiance,House Osgrey
Wat (Wet),Book(s),The Sworn Sword (appears)
Wat (Whitesmile),Alias,Whitesmile Wat
Wat (Whitesmile),Allegiance,House Lannister
Wat (Whitesmile),Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Wate,Allegiance,House Targaryen
Wate,Book(s),The Hedge Knight
Watt,Alias,Watt of Long Lake
Watt,Allegiance,Night's Watch
Watt,Died,In 299 AC; at Bridge of Skulls
Watt,Book(s),A Storm of Swords (mentioned)
Watty,Alias,Watty the Miller
Watty,Allegiance,Brotherhood without banners
Watty,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned)
Waymar Royce,Title,Ser
Waymar Royce,Allegiance,House Royce;Night's Watch
Waymar Royce,Culture,Valemen
Waymar Royce,Born,In 278 AC or 279 AC; at Runestone;
Waymar Royce,Died,In 297 AC; at the Haunted Forest; Beyond the Wall
Waymar Royce,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Waymar Royce,Played by,Rob Ostlere
Waymar Royce,TV series,Season 1
Wayn (guard),Allegiance,House Stark
Wayn (guard),Culture,Northmen
Wayn (guard),Book(s),A Game of Thrones (appears)
Weasel,Born,In 296 AC or 297 AC;
Weasel,Book(s),A Clash of Kings (appears)
Weeper,Alias,The Weeping Man
Weeper,Culture,Free folk
Weeper,Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Weese,Allegiance,House Whent;House Lannister
Weese,Died,In 299 AC; at Harrenhal
Weese,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Wenda,Alias,Wenda the White Fawn
Wenda,Allegiance,Kingswood Brotherhood
Wenda,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Wendamyr,Title,Maester
Wendamyr,Allegiance,House Greyjoy
Wendamyr,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Wendel Frey,Allegiance,House Frey
Wendel Frey,Born,In 286 AC;
Wendel Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Wendel Manderly,Title,Ser
Wendel Manderly,Allegiance,House Manderly
Wendel Manderly,Born,In or between 254 AC and 264 AC; at White Harbor;
Wendel Manderly,Died,In 299 AC; at the Twins
Wendel Manderly,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Wendel Manderly,Played by,Oddie Braddell
Wendel Manderly,TV series,Season 3
Wendell Webber,Title,Ser
Wendell Webber,Allegiance,House Webber
Wendell Webber,Book(s),The Sworn Sword (mentioned)
Wendello Qar Deeth,Culture,Qartheen
Wendello Qar Deeth,Book(s),A Clash of Kings (mentioned)
Werlag,Allegiance,House Greyjoy
Werlag,Culture,Ironborn
Werlag,Book(s),A Clash of Kings (appears)
Wex Pyke,Allegiance,House Botley
Wex Pyke,Culture,Ironborn
Wex Pyke,Born,In 286 AC;
Wex Pyke,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Whalen Frey,Title,Ser
Whalen Frey,Allegiance,House Frey
Whalen Frey,Born,In 267 AC or 268 AC;
Whalen Frey,Spouse,Sylwa Paege
Whalen Frey,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Wilbert,Title,Ser
Wilbert,Died,In 298 AC
Wilbert,Book(s),A Storm of Swords
Wilbert Osgrey,Alias,the Little Lion
Wilbert Osgrey,Title,Ser
Wilbert Osgrey,Allegiance,House Osgrey
Wilbert Osgrey,Book(s),The Sworn Sword (mentioned)
Will,Allegiance,Night's Watch;
Will,Died,In 297 AC; at Haunted Forest;
Will,Book(s),A Game of Thrones (POV) A Clash of Kings (mentioned)
Will,Played by,Bronson Webb;
Will,TV series,Game of Thrones;
Will (Fletcher),Alias,Fletcher Will
Will (Fletcher),Died,At Riverlands
Will (Fletcher),Book(s),A Storm of Swords
Will (Hookface),Alias,Hookface Will
Will (Hookface),Allegiance,House Baratheon of Dragonstone
Will (Hookface),Died,In 299 AC
Will (Hookface),Book(s),A Storm of Swords (mentioned)
Will (orphan),Book(s),A Feast for Crows (appears)
Will (squire),Book(s),The Mystery Knight (appears)
Will (Standfast),Allegiance,House Osgrey
Will (Standfast),Book(s),The Sworn Sword (appears)
Will (Stork),Alias,Will the Stork
Will (Stork),Title,Ser
Will (Stork),Died,In 299 AC; at Blackwater Rush
Will (Stork),Book(s),A Feast for Crows (mentioned)
Will (Treb),Alias,Treb
Will (Treb),Allegiance,House Osgrey
Will (Treb),Book(s),The Sworn Sword (appears)
Will Humble,Allegiance,House Humble
Will Humble,Culture,Ironborn
Will Humble,Book(s),A Feast for Crows (mentioned)
Willamen Frey,Title,Maester
Willamen Frey,Born,In or between 272 AC and 280 AC;
Willamen Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Willam,Died,At Stepstones
Willam,Book(s),A Feast for Crows
Willam Dustin,Title,Lord of Barrowton
Willam Dustin,Allegiance,House Dustin
Willam Dustin,Culture,Northmen
Willam Dustin,Died,In 283 AC; at the Tower of Joy
Willam Dustin,Spouse,Lady Barbrey Ryswell
Willam Dustin,Book(s),A Game of Thrones (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Willam Stark,Title,Lord of Winterfell;Warden of the North
Willam Stark,Allegiance,House Stark
Willam Stark,Culture,Northmen
Willam Stark,Born,At Winterfell
Willam Stark,Died,In 226 AC; at Long Lake
Willam Stark,Spouse,Lady Melantha Blackwood;Lady Lyanne Glover
Willam Stark,Book(s),The World of Ice and Fire (mentioned) A Clash of Kings (mentioned)
Willam Wells,Title,Ser
Willam Wells,Allegiance,House Wells
Willam Wells,Culture,Dornishmen
Willam Wells,Died,In 300 AC; at Disputed Lands
Willam Wells,Book(s),A Dance with Dragons (mentioned)
Willam Wythers,Title,Ser;Captain of the guard
Willam Wythers,Allegiance,House Wythers;House Tyrell
Willam Wythers,Book(s),A Feast for Crows (mentioned)
Willas Tyrell,Allegiance,House Tyrell
Willas Tyrell,Born,In or between 270 AC and 276 AC;
